Código;Nome do cargo na Pesquisa;Cargos Similares;Missão do Cargo;;;;;;;;;;;;;;;;;;;
587;Servente de Obras;;Auxiliar pedreiros  e demais profissionais da obra a executar trabalhos de alvenaria, concreto e outros materiais. Carregar e descarregar materiais de construção, preparar canteiros de obras e limpar áreas de trabalho. Fazer pequenas manutenções nos equipamentos, limpar máquinas e ferramentas, verificar condições de uso e reparar eventuais defeitos mecânicos nas mesmas. Realizar demolições e escavações e preparar massa de concreto e outros materiais. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
821;Soldador;;Unem e cortam peças de ligas metálicas usando processos de soldagem e corte tais como eletrodo revestido, tig, mig, mag, oxigás, arco submerso, brasagem, plasma. Preparam equipamentos, acessórios, consumíveis de soldagem e corte e peças a serem soldadas. Aplicam estritas normas de segurança, organização do local de trabalho e meio ambiente. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
474;Supervisor Administrativo;"Supervisor Administrativo-Financeiro; Supervisor de Administração Hospitalar";Supervisionar atividades e rotinas administrativas nas organizações. Supervisionar equipes de trabalho. Supervisionar pessoas, serviços, bens patrimoniais e materiais de consumo. Organizar documentos e correspondências. Manter rotinas financeiras, prestando contas e recolhendo impostos. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
463;Supervisor Comercial;"Supervisor de Apoio Comercial; Supervisor de Central de Oportunidades; Supervisor de Prospecção; Supervisor de Relações Comerciais.; Supervisor de Vendas";Supervisionar as operações das lojas. Desenvolver e acompanhar a equipe das lojas em técnicas comerciais e de atendimento a clientes. Identificar e sanar deficiências na equipe. Fiscalizar o salão de vendas e a exposição de produtos de acordo com padrões de visual merchandising. Identificar oportunidades de melhorias nos processos das lojas. Orientar e supervisionar os gerentes quanto aos procedimentos operacionais. Reforçar, acompanhar e cobrar execução de metas. Observar o mercado, tanto o cliente da rede quanto as ações da concorrência e as tendências do varejo mundial. Visitar as unidades no prazo necessário para conhecer os problemas, avaliar a produtividade, propor mudanças para aumentar o ticket médio e melhorar o atendimento. Atenção aos detalhes, considerar as observações e sugestões e tomar ações necessárias para implantação de melhorias em acordo com os padrões da empresa. Conhecer cliente alvo das lojas, propor melhorias e ajustar necessidades identificadas. Propor ações focais para melhorar o desempenho / venda. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
469;Supervisor Financeiro;"Supervisor de Cobrança; Supervisor de Contas a Pagar; Supervisor de Contas a Receber; Supervisor de Crédito; Supervisor de Serviços Financeiros";Coordenar, supervisionar e orientar as atividades financeiras, o fluxo de caixa/orçamento e a gestão dos recursos organizacionais, sejam estes: materiais, patrimoniais, financeiros e tecnológicos. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
1161;Supervisor Técnico;;Assegurar o pleno funcionamento de todos os equipamentos utilizados em operações de emissão, gravação, transporte e recepção de sinais e transmissões em uma emissora de rádio ou televisão, garantindo a eficiência técnica e a continuidade das atividades operacionais.;;;;;;;;;;;;;;;;;;;
236;Supervisor de Almoxarifado;;Supervisionar o planejamento do setor de almoxarifado, buscando a integração entre a área fim, de forma a promover entendimento das necessidades e potencializar a relação entre cliente X fornecedor. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
497;Supervisor de Compras;"Supervisor de Licitações; Supervisor de Suprimentos";Supervisionar o processo de compras. Validar requisições e ordens de compra. Monitorar e reportar indicadores de resultados. Implementar melhorias nos processos de compras. Administra fornecedores, solicitando cotações e negociando preços e prazos. Supervisionar a participação ou condução de processos licitatórios. Atuar no relacionamento e desenvolvimento de novos fornecedores. Dimensionar a demanda de equipamentos, materiais e máquinas. Monitorar o processo de compras. Supervisionar e orientar equipes de trabalho. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
494;Supervisor de Comércio Exterior;Supervisor de Importação e Exportação;Supervisionar processos de importação, exportação e câmbio. Validar documentos de importação e exportação. Monitorar e reportar indicadores de resultados. Implementar melhorias nos processos. Monitorar o processo de desembaraço aduaneiro. Administrar fornecedores nacionais e internacionais. Supervisionar e orientar equipes de trabalho. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
542;Supervisor de Franquia;Supervisor de Franchising;Identificar e prospectar oportunidades de negócios, estudar tendências, concorrência e viabilidade de investimento em novas oportunidades e participar na elaboração da estratégia comercial. Supervisionar a rotina da equipe, criar o planejamento, avaliar os profissionais e apresentar resultados.  Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
571;Supervisor de Logística;"Supervisor de PCP; Supervisor de Supply Chain";Supervisionar as execução das atividades operacionais de armazenamento, distribuição, transportes, comunicações e logística. Supervisionar a atuação de equipes, execução de processos e utilização de recursos da área. Monitorar e reportar indicadores de resultados. Supervisionar atividades para que sejam desenvolvidas em conformidade com as normas e procedimentos técnicos, de qualidade, segurança, meio ambiente e saúde. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
575;Supervisor de Loja;"Supervisor de delivery; Supervisor de mercearia e bebidas";Supervisionar estabelecimentos comerciais. Controlar a entrada e a saída de mercadorias. Acompanhar o controle o estoque. Desenvolver ações para a venda de mercadorias. Monitorar inventários de mercadorias. Elaborar relatórios de vendas e reportar resultados das metas de vendas. Coordenar, treinar e avaliar equipes de vendas. Garantir o cumprimento de normas e diretrizes do negócio. Garantir o bom atendimento aos clientes. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
882;Supervisor de Manutenção;;Acompanha as atividades de manutenção corretiva e preventiva de instalações, equipamentos e máquinas. Elabora procedimentos de trabalho e plano de manutenção para identificar as deficiências operacionais e funcionais e atende as necessidades de infraestrutura. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
588;Supervisor de Obras;;Supervisionar equipes de trabalhadores da construção civil que atuam em usinas de concreto, canteiros de obras civis e ferrovias. Elaborar documentação técnica e controlar recursos produtivos da obra (arranjos físicos, equipamentos, materiais, insumos e equipes de trabalho). Controlar padrões produtivos da obra tais como inspeção da qualidade dos materiais e insumos utilizados, orientação sobre especificação, fluxo e movimentação dos materiais e sobre medidas de segurança dos locais e equipamentos da obra. Administrar o cronograma da obra. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
591;Supervisor de Operações;"Coordenador de Acabamento; Coordenador de Estamparia; Coordenador de Tinturaria; Supervisor de Negócios e Operações; Supervisor Operacional";Supervisionar equipes e processos da área. Supervisionar a realização de projetos. Elaborar e reportar indicadores de resultados, sugerindo ações corretivas e de melhoria. Supervisionar a realização das atividades em conformidade com políticas e diretrizes. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
598;Supervisor de Planejamento;"Supervisor de Controle de Custos; Supervisor de Custos";Supervisionar a execução de atividades e rotinas da área de planejamento e custos em conformidade com metodologias e procedimentos. Supervisionar e orientar equipes. Administrar recursos da área. Analisar indicadores de desempenho e resultados, sugerindo ações de controle de custos, correções e melhorias. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
625;Supervisor de Produto;"Supervisor de Gestão de Produto; Supervisor de Novos Produtos; Supervisor de Produtos e Serviços";Supervisionar a execução de atividades e processos da área. Supervisionar e orientar equipes. Administrar recursos da área. Implementar metodologias, técnicas e ferramentas para desenvolvimento de produtos. Analisar e validar documentação de especificação. Implementar estratégias de mercado. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
615;Supervisor de Produção;Supervisor Industrial;Supervisionar equipes e processos de produção nos diversos negócios e segmentos. Implementar planos operacionais. Supervisionar e execução de planos de racionalização . Monitorar o orçamento da área. Monitorar a disponibilidade de matérias-primas. Supervisionar e administrar rotinas de produção e manutenções. Monitorar o cumprimento das ações de proteção ao meio ambiente e das normas de higiene e segurança no trabalho. Treinar equipes. Monitorar e sugerir métodos e técnicas para otimizar o processo produtivo. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
602;Supervisor de Pós-vendas;"Supervisor de Customer Success; Supervisor de Relacionamento";Atender clientes e atuar na solução de problemas decorrentes do produto/serviço. Monitorar indicadores de satisfação. Coordenar, treinar e avaliar equipes de trabalho. Analisar e reportar indicadores das metas de vendas. Colaborar com sugestões para as estratégias de vendas. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
825;Supervisor de Telemarketing;"Supervisor de Callcenter; Supervisor de central de atendimento; Supervisor de teleatendimento; Supervisor de televendas";Supervisionar  volumes de trabalho, produtividade e gráficos. Supervisionar e apoiar os treinamentos a alinhar os procedimentos, esclarecer dúvidas de produtos, sistemas e procedimentos da operação. Assumir ligações de solicitações que não foram atendidas, acompanhar relatórios dos indicadores, aplicar feedback de qualidade, solicitar réplicas e também feedbacks pontuais de oportunidades. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
753;Topógrafo;;Realizar levantamento topográfico em obras de infraestrutura urbana, pavimentação rodoviária e edificações com auxílio de equipe. Descarregar dados da estação total, demarcar na área os pontos do projeto de execução. Auxiliar na análise de documentos e informações cartográficas, realizar a interpretação de fotos terrestres e aéreas, imagens orbitais, cartas, mapas e plantas para identificação de acidentes geométricos e pontos de apoio para georeferenciamento e amarração. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
1138;Torneiro Ferramenteiro;;Operar tornos e outros equipamentos de usinagem para fabricar, ajustar e reparar ferramentas, moldes e dispositivos de alta precisão, seguindo desenhos técnicos e especificações. Realizar ajustes e montagens de peças, garantindo a qualidade e o perfeito funcionamento dos equipamentos. Entre outras atividades pertinentes ao cargo.;;;;;;;;;;;;;;;;;;;
